weibo_id,weibo_text,keyword,user_gender,user_location,user_following,user_follower,weibo_like,weibo_repost,weibo_comment,weibo_date
GjHGrjy2J,『何止是女权？#MeToo还关乎金钱』当我们灌输女孩不要谈钱，男性更应该得到金钱的观念时，男女不平等的命运骰子就已经掷下。不让女性认真了解金钱知识，结果是职场女性在和雇主协商薪资时相当不利。http://t.cn/R1HBU3P  ,女权,男,北京,429,795912,5,18,1,03/06/2018 23:00
Hx3CC89Y9,我希望某些妹子能通过cherry中国这件事意识到百分之九十的gay都是仇女癌。什么“gay和女性都是被压迫的一方我们应该团结起来”，不要这么傻白甜了，请停止这种不切实际的幻想。还有成天说：“我是女的，但我也讨厌田园女权，请男性原谅我们，我们也有理智的人，你看我多理智”的女性，我也希望你们能意识到你们不过是跪得好看一点请求主人夸一句“好奴隶”的女奴。成天寻思啥呢？男权骂你不是真的因为你偏激，你上街杀男人还是堕男婴了？骂你就是因为“女权”本身。你还觉得你委曲求全，说自己可理智了，被男权夸“好女孩”有什么值得炫耀的吗？立什么贞节牌坊啊，寻思啥呢。 ,女权,女,其他,76,245,96,7,31,02/06/2019 17:29
J1As29WOG,其实“极端女权”本身也有相当多的可讨论性，而且有时候“极端女权”反而是在为男权站街也是一方面。我很认同“女权再极端也只不过是男权的基本门槛”这一点。随便举个例子，也还没有女权组织极端的呼吁堕男胎成风气，但默许堕女胎杀女婴的结果大家已经看见结果了。不公平是确确实实的不公平。从生命权就已经开始并延续到方方面面的不公平。虽然因为个人性格问题也算是个温和派女权，但我也确确实实的知道温和派其实p用没有。用爱感化要能成，人类也不至于研发出核武器。 ,女权,女,其他,100,10,2,0,2,12/05/2020 15:42
J2ppapTIa,李喆被狗粉丝逼退博。刚才又被B站up主科普了一点狗粉丝的历史和现状，尤其是他们怎么被B站官方以雷霆手段从根源上掐灭，然后被迫把主战场转移到微博的过程。目前，他们除了到处阴阳怪气攻击人以外，还在微博上反串扮演各种角色，比如“脑残肖战粉”、“反肖战的”、“极端女权”之类以女性为主的群体，使用女性化的头像和ID，故意挑动情绪，引流引战，挑唆网暴，而人肉、p图更是他们的基本技能。他们的人数目测可能有几万到几十万吧。现在微博就是一个黑暗丛林，说实话讨论问题的环境连NGA大漩涡都不如。B站当初为了赶走他们使用了雷霆手段，包括屏蔽抽象词汇，大量封禁账号，毫不姑息。然后他们的主力大军涌入了微博，玩得还挺high，为微博贡献了不少流量。本来大家看不见这些隐形的狗粉丝，然后由于柯洁，他们终于被公众瞥到了几眼。我想了一下，两个平台态度不同，原因主要是B站主打内容，所以要净化环境。而微博，大概是完全放弃内容了。我被李喆启发了。以后要讨论什么，得换个平台，比如豆瓣。至于微博，聊聊闲天吧。 ,女权,女,北京,690,55830,3510,1612,39,18/05/2020 01:25
Hz8EjrViS,刷了下首页本来想吐槽的，后来想想算了，毕竟李德胜都被鉴定为田园女权了。以及我当然知道有很多女孩子不愿意吃苦，但这并不代表所有的女孩子都不愿吃苦，我当然也知道有很多男孩子愿意吃苦，但并不代表所有的男孩子愿意吃苦。我只希望，能给那些愿意吃苦的女孩子一个，和那些愿意吃苦的男孩子公平竞争的机会，而不是看见女孩子，第一反应是，女人不能吃苦。连生育之苦都能承受的女人，为啥不能承受工作之苦？ ,女权,女,云南,567,130483,287,28,176,16/06/2019 09:57
IERJNbk9o,别说柯洁是玩梗了，这种自以为幽默的男的，我们从小到大见得少吗？明明女生已经臭脸甚至生气了，还在讲黄色笑话，还自以为女生在害羞的男生，是幽默；从校服外面拉住女生内衣带子，弹在女生后背上的男生，引起一片男生哄笑，是幽默；女生拒绝，说女生装矜持，说女人表面说不要其实就是要的男生，是幽默；天天在微博说女生是女拳、田园女权、母狗的，只不过是玩梗而已，本质是一种幽默。我觉得这些人真挺幽默的，幽默就幽默在幽默个几把。 ,女权,女,其他,242,1537,452,26,65,25/04/2020 00:40
J6OSAdvx8,#田园女权#  原图 ,女权,女,海外,377,272,2,0,2,16/06/2020 01:38
IBVbZ50Ci,#跟老梁聊天[超话]# 中国女人在两种女权文化中挣扎。1. 中国的半边天文化        自从新中国成立，中国妇女被定义为半边天，中国女人可以读书和工作了，在建国初期甚至拥有与男人平等的待遇。        这种半边天文化需要中国女人出门工作。但是在混杂了中国男权文化之后，中国女人被要求婚前守贞、婚后贤妻良母，白天上班挣钱、晚上做家务带孩子、结婚不能要彩礼、离婚没有赡养费，还要帮老公赡养公婆到老。        所以，大家会看到，一些不精明的女人被吃得死死的：女方掏钱养家养娃，房产是男方婚前的。一旦离婚，存款分不到多少，孩子抚养权拿不到，房子没份儿，女方净身出户。等于在中国式婚姻中，女方更多地扮演了免费的孕母和保姆。2. 发达国家的女权文化        女人跟男人一样拥有读书、工作、选举的权利，拥有性自由和流产自由，可以对家暴说不。        女人不需要守贞到结婚，她可以谈她想要的恋爱次数，少有男人敢公开荡✺妇✺羞✺辱。美国女性的米兔运动得到支持。        发达国家的法律保护弱势女人。离婚之后，只要前妻不结婚，前夫就需要一直支付她抚养费、付医疗保险和退休金。        对比之下，是不是中国女人太惨了？所以我一直教育女性读者，不要跟男人客气。这里是男权星球，他们必须参与优胜劣汰。没钱养家养娃的男人，不配拥有后代。        女人结婚就是要势利眼，必须门当户对。恋爱可以随便谈，结婚必须有利可图。如果女方收入不高，婚前一定要彩礼或、房产证加名字，婚后把持财政大权，必要时合法转移婚内资产。因为你不精明就会被生吞活剥，没人保护你。 原图 ,"米兔运动,女权",女,北京,644,3222834,1567,135,316,05/04/2020 15:57
J4rrW9GNf,我真的很好奇究竟是怎么把女权、反歧视和刻板印象以及正大光明的歧视融合到一起的，太特色了，太特色了。  ,女权,女,海外,456,60851,1065,53,49,31/05/2020 10:18
J6XmQqUDz,我之前不是做过一个什么女博士怎么面对社会压力的直播么，其实我觉得主谓宾搞反了，应该是社会压力是怎么影响到女研究者做学术生产的？今天和一个潜在的田野社群对象在聊天（中年直男的样子），询问了几句今年疫情下大家的情况后，他开始夸奖我的“大长腿”，相信在我的“美貌与性格下可以战胜一切困难”。立刻，我感受到那种被上下打量，不被完整对待的焦躁不安重新回到了我身上，相信这是每一个“小姑娘”每天都不陌生的感觉。我知道，在那一刻，我又不能够被当作一个严肃的研究者在对待了，一切又回归到了那个“漂亮的sexual being”。因为社会父权结构下的凝视和强奸文化，又影响到了多少可能生产出优秀作品的女性研究者呢？二十来岁的年轻漂亮的小姑娘，能够像男生同学那样无所顾忌的去研究农村底层人口吗？哪怕她们读了多少关于农村研究的文章，也还是要面对父母老师疑虑的脸：一个小姑娘家不好吧/那你千万要注意安全。就我本人而言，我也不得不在risk assessment中放弃那些直入危险地带的人类学田野，转而做文本和田野兼备的文化研究。而我也曾碰到过本领域的开山大佬在微信上向我暗示“你来XX可以找我，你知道的，我有一个三卧室的大公寓”。就在这样的结构影响下，社会在讨论的是为什么女性/女研究者多分布在某些科目？那么解决方法是不是就要变得“不漂亮”呢？主动去除自己的女性魅力，就像自我阉割一样以保全自己能力上的完整，这可能是很多人下意识面对“你这么好看别人肯定要打主意”时的应对机制。恐怕这也是为什么会形成所谓的“女博士刻板印象”吧？这就像上野千鹤子在《厌女》里说的那样，自古以来对于女性的社会评判标准就是不自洽的，彪悍能自保的女性被视为没有性魅力的大妈/nerd，而拥有外貌魅力的女性被时时用挑逗的社会眼光凝视着。关于田野中的性暴力，有几个（女）人类学PhD曾整理在公众号里：http://t.cn/RkQXY9W我想到这里就觉得荒凉，在被社会影响到自我阉割后的女博士，还要再去解释怎么面对应运而生社会压力？面对这样的结构，我们没有办法立刻去改变它，但我相信就像这些在经历了田野中惊人的创伤后依然愿意写下批判的文字的女学者们，书写下来就是一份力量，或许也是仅存的一份。 原图 ,厌女,女,海外,318,20710,2003,657,59,16/06/2020 23:14
J3aC7xMdx,今天看豆瓣发现钱钟书也被打成厌女男真是眼前一黑。固然围城里面女的各个有毛病，男的也一样啊！！！唐晓芙尚且幸免，试问方鸿渐赵辛楣又是什么完人吗？钱钟书显然是个平权主义者，因为他既看不上世界上大多数女性，也瞧不起世界上大多数男性啊！  ,厌女,女,广东,271,511,2,0,4,23/05/2020 01:36
J4n5FkvbD,最搞笑的莫过于平时天天女权第一人反CPC斗士第一人现在开始嘲人家是铁T团的姐  ,女权,男,海外,137,16,6,0,4,30/05/2020 23:12
GnkLghrfD,在假期我一直在思考，为什么九成中国男人情感一塌糊涂，见了女人像孙子见了爷爷，中国现在遍地女权婊，女权婊让男人活的不如狗，但男人还有个更致命的问题：自卑。为什么我们这么自卑？从小的家庭教育，和学校教育给了我们一大堆严重和社会脱节的知识以及价值观，就像是一帮人培养成了秀才，然后送到“刺激战场”开始弱肉强食的吃鸡，所有从学校和家庭学来的东西到了社会屁用没有，全是打击，能不自卑么？ ,女权,男,广东,287,58231,69,2,89,27/06/2018 19:59
